construct	parameterName	genotype	parameterId	procedureName	gene	mgiAccessionId	displayProcedureName	significanceValue	sex
tm1a(KOMP)Wtsi	Effector CD4+ NKT cells - % of CD45+	Hom	MGP_MLN_088_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Effector CD4+ T helper cells - % of CD4+ T helper cells	Hom	MGP_MLN_005_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Effector CD4+ T helper cells - % of CD4+ T helper cells	Hom	MGP_MLN_005_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Effector CD4+ T helper cells - % of CD45+	Hom	MGP_MLN_066_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Effector CD4+ T helper cells - % of CD45+	Hom	MGP_MLN_066_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Effector CD8+ T cells - % of CD45+	Hom	MGP_MLN_074_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Effector CD8+ T cells - % of CD45+	Hom	MGP_MLN_074_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Effector CD8+ T cells - % of CD8+	Hom	MGP_MLN_013_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Effector CD8+ T cells - % of CD8+	Hom	MGP_MLN_013_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Effector gd cells - % of CD45+	Hom	MGP_MLN_080_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Effector gd cells - % of CD45+	Hom	MGP_MLN_080_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Effector gd T cells - % of gd T cells	Hom	MGP_MLN_019_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Effector gd T cells - % of gd T cells	Hom	MGP_MLN_019_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Effector NK cells - % of CD45+	Hom	MGP_MLN_091_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Effector NK cells - % of CD45+	Hom	MGP_MLN_091_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Effector NK cells - % of NK cells	Hom	MGP_MLN_032_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Effector NK cells - % of NK cells	Hom	MGP_MLN_032_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Effector Treg cells - % of CD45+	Hom	MGP_MLN_070_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Effector Treg cells - % of CD45+	Hom	MGP_MLN_070_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Effector Treg cells - % of Treg	Hom	MGP_MLN_009_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Effector Treg cells - % of Treg	Hom	MGP_MLN_009_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Eosinophils - % of CD45+	Hom	MGP_MLN_113_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Eosinophils - % of CD45+	Hom	MGP_MLN_113_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Follicular B cells - % of B2 cells	Hom	MGP_MLN_042_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Follicular B cells - % of B2 cells	Hom	MGP_MLN_042_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Follicular B cells - % of CD45+	Hom	MGP_MLN_100_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Follicular B cells - % of CD45+	Hom	MGP_MLN_100_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Germinal centre B cells - % of B2 cells	Hom	MGP_MLN_043_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Germinal centre B cells - % of B2 cells	Hom	MGP_MLN_043_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Germinal centre B cells - % of CD45+	Hom	MGP_MLN_101_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Germinal centre B cells - % of CD45+	Hom	MGP_MLN_101_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Granulocytes - % of CD45+	Hom	MGP_MLN_111_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Granulocytes - % of CD45+	Hom	MGP_MLN_111_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	KLRG1+ CD4- NKT cells - % of CD4- NKT cells	Hom	MGP_MLN_026_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	KLRG1+ CD4- NKT cells - % of CD4- NKT cells	Hom	MGP_MLN_026_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	KLRG1+ CD4- NKT cells - % of CD45+	Hom	MGP_MLN_086_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	KLRG1+ CD4- NKT cells - % of CD45+	Hom	MGP_MLN_086_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	KLRG1+ CD4+ NKT cells - % of CD4+ NKT cells	Hom	MGP_MLN_030_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	KLRG1+ CD4+ NKT cells - % of CD4+ NKT cells	Hom	MGP_MLN_030_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	KLRG1+ CD4+ NKT cells - % of CD45+	Hom	MGP_MLN_090_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	KLRG1+ CD4+ NKT cells - % of CD45+	Hom	MGP_MLN_090_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	KLRG1+ CD4+ T helper cells - % of CD4+ T helper cells	Hom	MGP_MLN_007_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	KLRG1+ CD4+ T helper cells - % of CD4+ T helper cells	Hom	MGP_MLN_007_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	KLRG1+ CD4+ T helper cells - % of CD45+	Hom	MGP_MLN_068_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	KLRG1+ CD4+ T helper cells - % of CD45+	Hom	MGP_MLN_068_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	KLRG1+ CD8+ T cells - % of CD45+	Hom	MGP_MLN_077_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	KLRG1+ CD8+ T cells - % of CD45+	Hom	MGP_MLN_077_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	KLRG1+ CD8+ T cells - % of CD8+	Hom	MGP_MLN_016_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	KLRG1+ CD8+ T cells - % of CD8+	Hom	MGP_MLN_016_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	KLRG1+ gd T cells - % of CD45+	Hom	MGP_MLN_082_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	KLRG1+ gd T cells - % of CD45+	Hom	MGP_MLN_082_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	KLRG1+ gd T cells - % of gd T cells	Hom	MGP_MLN_021_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	KLRG1+ gd T cells - % of gd T cells	Hom	MGP_MLN_021_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	KLRG1+ NK cells - % of CD45+	Hom	MGP_MLN_093_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	KLRG1+ NK cells - % of CD45+	Hom	MGP_MLN_093_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	KLRG1+ NK cells - % of NK cells	Hom	MGP_MLN_034_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	KLRG1+ NK cells - % of NK cells	Hom	MGP_MLN_034_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	KLRG1+ Treg cells - % of CD45+	Hom	MGP_MLN_072_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	KLRG1+ Treg cells - % of CD45+	Hom	MGP_MLN_072_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	KLRG1+ Treg cells - % of Treg	Hom	MGP_MLN_011_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	KLRG1+ Treg cells - % of Treg	Hom	MGP_MLN_011_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Late germinal centre B cells - % of CD45+	Hom	MGP_MLN_103_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Late germinal centre B cells - % of CD45+	Hom	MGP_MLN_103_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Macrophages - % of CD45+	Hom	MGP_MLN_109_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Macrophages - % of CD45+	Hom	MGP_MLN_109_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Memory B cells - % of B2 cells	Hom	MGP_MLN_047_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Memory B cells - % of B2 cells	Hom	MGP_MLN_047_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Memory B cells - % of CD45+	Hom	MGP_MLN_105_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Memory B cells - % of CD45+	Hom	MGP_MLN_105_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Monocytes - % of CD45+	Hom	MGP_MLN_112_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Monocytes - % of CD45+	Hom	MGP_MLN_112_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Naive CD8+ T cells - % of CD45+	Hom	MGP_MLN_076_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Naive CD8+ T cells - % of CD45+	Hom	MGP_MLN_076_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Naive CD8+ T cells - % of CD8+	Hom	MGP_MLN_015_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Naive CD8+ T cells - % of CD8+	Hom	MGP_MLN_015_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Plasma cells - % of B2 cells	Hom	MGP_MLN_046_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Plasma cells - % of B2 cells	Hom	MGP_MLN_046_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Plasma cells - % of CD45+	Hom	MGP_MLN_104_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Plasma cells - % of CD45+	Hom	MGP_MLN_104_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Plasmacytoid DC - % of CD45+	Hom	MGP_MLN_115_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Plasmacytoid DC - % of CD45+	Hom	MGP_MLN_115_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Plasmacytoid DC - % of DC	Hom	MGP_MLN_058_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Plasmacytoid DC - % of DC	Hom	MGP_MLN_058_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Resting CD4- NKT cells - % of CD4- NKT cells	Hom	MGP_MLN_025_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Resting CD4- NKT cells - % of CD4- NKT cells	Hom	MGP_MLN_025_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Resting CD4- NKT cells - % of CD45+	Hom	MGP_MLN_085_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Resting CD4- NKT cells - % of CD45+	Hom	MGP_MLN_085_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Resting CD4+ NKT cells - % of CD45+	Hom	MGP_MLN_089_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Resting CD4+ NKT cells - % of CD45+	Hom	MGP_MLN_089_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Resting CD4+ T helper cells - % of CD4+ T helper cells	Hom	MGP_MLN_006_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Resting CD4+ T helper cells - % of CD4+ T helper cells	Hom	MGP_MLN_006_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Resting CD4+ T helper cells - % of CD45+	Hom	MGP_MLN_067_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Resting CD4+ T helper cells - % of CD45+	Hom	MGP_MLN_067_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Resting CD8+ T cells - % of CD45+	Hom	MGP_MLN_075_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Resting CD8+ T cells - % of CD45+	Hom	MGP_MLN_075_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Resting CD8+ T cells - % of CD8+	Hom	MGP_MLN_014_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Resting CD8+ T cells - % of CD8+	Hom	MGP_MLN_014_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Resting gd T cells - % of CD45+	Hom	MGP_MLN_081_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Resting gd T cells - % of CD45+	Hom	MGP_MLN_081_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Resting gd T cells - % of gd T cells	Hom	MGP_MLN_020_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Resting gd T cells - % of gd T cells	Hom	MGP_MLN_020_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Resting NK cells - % of CD45+	Hom	MGP_MLN_092_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Resting NK cells - % of CD45+	Hom	MGP_MLN_092_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Resting NK cells - % of NK cells	Hom	MGP_MLN_033_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Resting NK cells - % of NK cells	Hom	MGP_MLN_033_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Resting Treg cells - % of CD45+	Hom	MGP_MLN_071_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Resting Treg cells - % of CD45+	Hom	MGP_MLN_071_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Resting Treg cells - % of Treg	Hom	MGP_MLN_010_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Resting Treg cells - % of Treg	Hom	MGP_MLN_010_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Total ab T cells - % of CD45+	Hom	MGP_MLN_063_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Total ab T cells - % of CD45+	Hom	MGP_MLN_063_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Total B cells - % of CD45+	Hom	MGP_MLN_035_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Total B cells - % of CD45+	Hom	MGP_MLN_035_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Total B2 cells - % of CD45+	Hom	MGP_MLN_095_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Total B2 cells - % of CD45+	Hom	MGP_MLN_095_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
tm1a(KOMP)Wtsi	Total CD4- NKT cells - % of CD45+	Hom	MGP_MLN_083_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Male
tm1a(KOMP)Wtsi	Total CD4- NKT cells - % of CD45+	Hom	MGP_MLN_083_001	Mesenteric Lymph Node Immunophenotyping	Cnih3	MGI:1920228	Mesenteric Lymph Node	1	Female
